term,normalized_term,semantic_hint,source,source_url,source_family,derived_variant,collision_risk,notes
School Major (Code),school major code,ORGANIZATION,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
School Major Special Advising Area,school major special advising area,ORGANIZATION,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,true,LOW,Derived mechanically from source-attested form “School Major Special Advising Area (Code)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
School Major Special Advising Area (Code),school major special advising area code,ORGANIZATION,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
"Schools of art, music, and design",schools of art music and design,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,"Derived mechanically from source-attested form “Schools of art, music, and design (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term."
"Schools of art, music, and design (Carnegie)",schools of art music and design carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Carnegie Classification,Specialized institutions (Carnegie)"
Schools of business and management,schools of business and management,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Schools of business and management (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Schools of business and management (Carnegie),schools of business and management carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Carnegie Classification,Specialized institutions (Carnegie)"
Schools of engineering and technology,schools of engineering and technology,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Schools of engineering and technology (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Schools of engineering and technology (Carnegie),schools of engineering and technology carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Carnegie Classification,Specialized institutions (Carnegie)"
Schools of law,schools of law,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Schools of law (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Schools of law (Carnegie),schools of law carnegie,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Carnegie Classification,Specialized institutions (Carnegie)"
Section,section,OTHER_DOMAIN_TERM,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Section 504 Status,section 504 status,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26249,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Disability
Sector,sector,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term.
Semester,semester,ACADEMIC_CONCEPT,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Semester (calendar system),semester calendar system,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Semester Credit Hours,semester credit hours,ACADEMIC_CONCEPT,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,true,LOW,Derived mechanically from source-attested form “Semester Credit Hours (SCH)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Semester Credit Hours (SCH),semester credit hours sch,ACADEMIC_CONCEPT,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Service/maintenance,service maintenance,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Service Occupations,service occupations,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Servicemembers Opportunity Colleges,servicemembers opportunity colleges,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Session,session,ACADEMIC_CONCEPT,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,HIGH,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Session Designator,session designator,ACADEMIC_CONCEPT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26252,NCES/CEDS,false,MEDIUM,Source-attested CEDS postsecondary element; entity=PS Institution; category=Directory
Sex,sex,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26255,NCES/CEDS,false,HIGH,Source-attested CEDS postsecondary element; entity=PS Student; category=Demographic
SFA,sfa,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,MEDIUM,Derived mechanically from source-attested form “Student Financial Aid (SFA)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Shared library,shared library,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Short Name of Organization,short name of organization,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27459,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Identification
Single Parent or Single Pregnant Woman Status,single parent or single pregnant woman status,ACADEMIC_CONCEPT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26573,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Demographic
Size of High School Graduating Class,size of high school graduating class,ORGANIZATION,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26294,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Applicant
Skilled crafts,skilled crafts,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Sorority Participation Status,sorority participation status,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26744,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Term Enrollment
SOT,sot,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,true,MEDIUM,Derived mechanically from source-attested form “Subsequent of Term (SOT)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Special admissions tests,special admissions tests,PROCESS_EVENT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Special Circumstances Population Served,special circumstances population served,ACADEMIC_CONCEPT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26852,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Organization Information
Specialized accreditation,specialized accreditation,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Accrediting agencies,Accrediting bodies"
Specialized institutions,specialized institutions,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Specialized institutions (Carnegie)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Specialized institutions (Carnegie),specialized institutions carnegie,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,"Source-attested IPEDS glossary term. Related item: Medical schools and medical centers (Carnegie),Other separate health profession schools (Carnegie),Other specialized institutions (Carnegie),Schools of art, music, and design (Carnegie),Schools of business and management (Carnegie),Schools of engineering and technology (Carnegie),Schools of law (Carnegie),Teachers colleges (Carnegie),Theological seminaries and other specialized faith-related institutions (Carnegie)"
Staff Full Time Equivalency,staff full time equivalency,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26118,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Staff; category=Employment
Staff Member Identification System,staff member identification system,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26162,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Staff; category=Identity->Identification
Staff Member Identifier,staff member identifier,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26156,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Staff; category=Identity->Identification
Stafford Loans,stafford loans,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Standard Occupational Classification,standard occupational classification,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26707,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Demographic
Standard term,standard term,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Standardized Admission Test Score,standardized admission test score,PROCESS_EVENT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26265,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Application
Standardized Admission Test Type,standardized admission test type,PROCESS_EVENT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26266,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Application
Standardized admissions tests,standardized admissions tests,PROCESS_EVENT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
State Abbreviation,state abbreviation,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26267,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Organization; category=Address
State and local government grants,state and local government grants,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
State and local government grants and contracts,state and local government grants and contracts,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “State and local government grants and contracts (revenues)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
State and local government grants and contracts (revenues),state and local government grants and contracts revenues,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
State and local grants,state and local grants,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
State government grants and contracts,state government grants and contracts,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “State government grants and contracts (revenues)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
State government grants and contracts (revenues),state government grants and contracts revenues,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
State grants,state grants,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “State grants (revenues)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
State grants (revenues),state grants revenues,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
State of Residence,state of residence,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26268,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Contact->Address
State of residence,state of residence,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
State unknown,state unknown,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Status date,status date,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Status End Date,status end date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27193,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Economically Disadvantaged
Status indicators,status indicators,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Status Start Date,status start date,OTHER_DOMAIN_TERM,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27192,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Economically Disadvantaged
Stop out,stop out,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Student activities,student activities,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Student aid assets,student aid assets,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Student Aid Index,student aid index,ROLE,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,true,LOW,Derived mechanically from source-attested form “Student Aid Index (SAI)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Student Aid Index (SAI),student aid index sai,ROLE,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Student Aid Internet Gateway,student aid internet gateway,ROLE,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,true,LOW,Derived mechanically from source-attested form “Student Aid Internet Gateway (SAIG)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Student Aid Internet Gateway (SAIG),student aid internet gateway saig,ROLE,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Student and Academic Affairs and Other Education Services Occupations,student and academic affairs and other education services occupations,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Student counts,student counts,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Student Course Section Grade Earned,student course section grade earned,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26124,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Course Section; category=Enrollment
Student Course Section Grade Narrative,student course section grade narrative,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27552,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Course Section; category=Enrollment
Student Course Section Mark Final Indicator,student course section mark final indicator,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27191,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=Course Section; category=Enrollment->Student Course Section Mark
Student Financial Aid,student financial aid,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,true,LOW,Derived mechanically from source-attested form “Student Financial Aid (SFA)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Student Financial Aid (SFA),student financial aid sfa,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Student Identification System,student identification system,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26163,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Identity->Identification
Student Identifier,student identifier,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26157,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Identity->Identification
Student Level,student level,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26272,NCES/CEDS,false,MEDIUM,Source-attested CEDS postsecondary element; entity=PS Student; category=Institution Enrollment
Student level,student level,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,"Source-attested IPEDS glossary term. Related item: Graduate student,Undergraduate student"
Student Right-to-Know Act,student right to know act,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Student services,student services,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Student Support Service Availability Type,student support service availability type,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=27994,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Institution; category=Program
Student Support Service Type,student support service type,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26273,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Institution; category=Program
Student-to-faculty ratio,student to faculty ratio,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Study abroad,study abroad,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term.
Subcohort,subcohort,ACADEMIC_CONCEPT,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term.
Submission Schedule,submission schedule,DOCUMENT_SYSTEM,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Subsequent of Term,subsequent of term,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,true,LOW,Derived mechanically from source-attested form “Subsequent of Term (SOT)” (parenthetical-label-stripped); not independently source-attested as a standalone term.
Subsequent of Term (SOT),subsequent of term sot,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Summer First of Term (Summer FOT),summer first of term summer fot,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Summer Subsequent of Term (Summer SOT),summer subsequent of term summer sot,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Supervised Clinical Experience,supervised clinical experience,ACADEMIC_CONCEPT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26754,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Teacher Education/Preparation
Supervised Clinical Experience Clock Hours,supervised clinical experience clock hours,ACADEMIC_CONCEPT,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26755,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Teacher Education/Preparation
Supporting Coursework,supporting coursework,OTHER_DOMAIN_TERM,UT Austin Office of the Registrar Glossary of Catalog Terminology,https://registrar.utexas.edu/catalogs/glossary,Public institutional catalog/registrar glossary,false,LOW,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Survey status,survey status,OTHER_DOMAIN_TERM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,MEDIUM,Source-attested IPEDS glossary term. Related item: Status indicators
System,system,DOCUMENT_SYSTEM,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,HIGH,Source-attested IPEDS glossary term.
TBD,tbd,ACADEMIC_CONCEPT,National Student Clearinghouse Compliance Central Glossary,https://help.studentclearinghouse.org/compliancecentral/knowledge-base/glossary/,Sector enrollment reporting glossary,true,MEDIUM,Derived mechanically from source-attested form “Term Begin Date (TBD)” (parenthetical-code-extracted); not independently source-attested as a standalone term.
Teacher certification program,teacher certification program,ROLE,IPEDS Glossary 2025-26,https://surveys.nces.ed.gov/ipeds/api/downloads/IPEDSGlossary.csv,NCES/IPEDS,false,LOW,Source-attested IPEDS glossary term.
Teacher Education Assistance for College and Higher Education (TEACH) Grant,teacher education assistance for college and higher education teach grant,ORGANIZATION,Federal Student Aid Handbook Glossary,https://fsapartners.ed.gov/knowledge-center/fsa-handbook/glossary,Federal Student Aid glossary,false,MEDIUM,Source-attested term; included to strengthen operational coverage outside the federal IPEDS/CEDS backbone.
Teacher Education Credential Exam Score Type,teacher education credential exam score type,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26757,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Teacher Education/Preparation
Teacher Education Credential Exam Type,teacher education credential exam type,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26756,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Teacher Education/Preparation
Teacher Education Test Company,teacher education test company,ROLE,Common Education Data Standards (CEDS) Version 13 — Postsecondary domain,https://ceds.ed.gov/cedselementdetails.aspx?termid=26748,NCES/CEDS,false,LOW,Source-attested CEDS postsecondary element; entity=PS Student; category=Teacher Education/Preparation
