term,normalized_term,semantic_hint,source_domain,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes,source_id,acronym,acronym_expansion
floor broker,floor broker,ROLE,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
floor trader,floor trader,ROLE,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
FMU,fmu,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,FMU,Financial Market Utility
forbearance,forbearance,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
forbearance,forbearance,PROCESS_EVENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
foreclosure,foreclosure,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
foreclosure,foreclosure,PROCESS_EVENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
Foreign Banking Organization,foreign banking organization,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,MEDIUM,,,FBO,Foreign Banking Organization
Form 10-K,form 10-k,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 10-Q,form 10-q,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1040,form 1040,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1040-ES,form 1040-es,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1040-SR,form 1040-sr,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1041,form 1041,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1065,form 1065,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1098,form 1098,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1099,form 1099,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1099-B,form 1099-b,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1099-DIV,form 1099-div,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1099-INT,form 1099-int,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1099-MISC,form 1099-misc,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1099-NEC,form 1099-nec,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 10K,form 10k,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,False,True,Form 10-K,MEDIUM,Conservative deterministic punctuation/hyphenation variant of source-attested parent term. Collision note: cross-domain legal/document terminology overlap.,,,
Form 10Q,form 10q,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,False,True,Form 10-Q,MEDIUM,Conservative deterministic punctuation/hyphenation variant of source-attested parent term. Collision note: cross-domain legal/document terminology overlap.,,,
Form 1120,form 1120,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 1120-S,form 1120-s,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 13F,form 13f,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 4506-T,form 4506-t,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 4868,form 4868,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 7004,form 7004,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 8-K,form 8-k,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 8K,form 8k,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,False,True,Form 8-K,MEDIUM,Conservative deterministic punctuation/hyphenation variant of source-attested parent term. Collision note: cross-domain legal/document terminology overlap.,,,
Form 940,form 940,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 941,form 941,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 9465,form 9465,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form 990,form 990,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form S-1,form s-1,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form S-3,form s-3,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form S-4,form s-4,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form S-8,form s-8,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form SS-4,form ss-4,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form W-2,form w-2,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form W-4,form w-4,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
Form W-9,form w-9,DOCUMENT,TAX,"IRS Forms, Instructions & Publications",https://www.irs.gov/forms-instructions,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
forward contract,forward contract,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
fund balance with Treasury,fund balance with treasury,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,MEDIUM,,,,
funding risk,funding risk,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
funds transfer,funds transfer,PROCESS_EVENT,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
FUTA,futa,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,,,FUTA,Federal Unemployment Tax Act
FUTA tax,futa tax,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
futures,futures,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
futures commission merchant,futures commission merchant,ROLE,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
futures contract,futures contract,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
futures price,futures price,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
gain,gain,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
general ledger,general ledger,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
government account,government account,ACCOUNT_TYPE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
government bond,government bond,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
grace period,grace period,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
gross income,gross income,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
gross income,gross income,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
gross profit,gross profit,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
guarantor,guarantor,ROLE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
haircut,haircut,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,,
hedge,hedge,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,,
hedging,hedging,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,,
horizontal equity,horizontal equity,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
household employment taxes,household employment taxes,TAX_CONCEPT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
imputed financing,imputed financing,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
income averaging for farmers and fishermen,income averaging for farmers and fishermen,TAX_CONCEPT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
income before tax,income before tax,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
income statement,income statement,DOCUMENT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
income tax,income tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
income tax withholding,income tax withholding,TAX_CONCEPT,TAX,IRS Understanding Employment Taxes,https://www.irs.gov/businesses/small-businesses-self-employed/understanding-employment-taxes,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
income taxes,income taxes,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
index fund,index fund,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
indirect tax,indirect tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
individual retirement account,individual retirement account,ACCOUNT_TYPE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
inflation risk,inflation risk,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
information statement,information statement,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
initial margin,initial margin,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
initial public offering,initial public offering,PROCESS_EVENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
Inline XBRL instance document,inline xbrl instance document,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
insider trading,insider trading,REGULATORY_TERM,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
installment loan,installment loan,FINANCIAL_INSTRUMENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
insurance limit,insurance limit,FINANCIAL_CONCEPT,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
insured depository institution,insured depository institution,REGULATORY_TERM,FINANCE,FDIC BankFind Glossary & Variable Definitions,https://banks.data.fdic.gov/bankfind-suite/help?helpTopic=glossary-and-variable-definitions,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,LOW,,,,
interest,interest,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
interest,interest,FINANCIAL_CONCEPT,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
interest,interest,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
interest,interest,FINANCIAL_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
interest and ordinary dividends,interest and ordinary dividends,TAX_CONCEPT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
interest rate,interest rate,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
interest rate,interest rate,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
interest rate risk,interest rate risk,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
intermediate service provider,intermediate service provider,ROLE,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
internal-use software,internal-use software,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
inventory,inventory,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
investing activities,investing activities,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
investment adviser,investment adviser,ROLE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
investment adviser representative,investment adviser representative,ROLE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
investor,investor,ROLE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,,
IRA,ira,ACCOUNT_TYPE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,,,IRA,individual retirement account
irrevocable trust account,irrevocable trust account,ACCOUNT_TYPE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,Collision note: cross-domain legal/document terminology overlap.,,,
itemized deductions,itemized deductions,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
itemized deductions,itemized deductions,TAX_CONCEPT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
joint account,joint account,ACCOUNT_TYPE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
journal entry,journal entry,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
late fee,late fee,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
